instrument,industry
SH603389,801140.SI
SH603398,801730.SI
SH603408,801140.SI
SH603429,801140.SI
SH603499,801140.SI
SH603600,801140.SI
SH603607,801140.SI
SH603610,801140.SI
SH603661,801140.SI
SH603687,801140.SI
SH603709,801140.SI
SH603733,801140.SI
SH603801,801140.SI
SH603816,801140.SI
SH603818,801140.SI
SH603833,801140.SI
SH603838,801140.SI
SH603848,801140.SI
SH603863,801140.SI
SH603898,801140.SI
SH603899,801140.SI
SH603992,801140.SI
SH605007,801140.SI
SH605009,801980.SI
SH605099,801140.SI
SH605268,801140.SI
SH605299,801140.SI
SH605377,801140.SI
SH605500,801140.SI
SZ000004,801750.SI
SZ000028,801150.SI
SZ000078,801150.SI
SZ000150,801180.SI
SZ000153,801150.SI
SZ000403,801150.SI
SZ000411,801200.SI
SZ000416,801790.SI
SZ000423,801150.SI
SZ000503,801760.SI
SZ000504,801760.SI
SZ000513,801150.SI
SZ000516,801200.SI
SZ000522,801150.SI
SZ000534,801180.SI
SZ000538,801150.SI
SZ000566,801150.SI
SZ000590,801150.SI
SZ000591,801730.SI
SZ000597,801150.SI
SZ000605,801970.SI
SZ000607,801760.SI
SZ000623,801790.SI
SZ000661,801150.SI
SZ000705,801150.SI
SZ000739,801150.SI
SZ000750,801790.SI
SZ000756,801150.SI
SZ000766,801150.SI
SZ000788,801150.SI
SZ000790,801150.SI
SZ000915,801230.SI
SZ000919,801150.SI
SZ000931,801230.SI
SZ000952,801150.SI
SZ000963,801150.SI
SZ000989,801150.SI
SZ000999,801150.SI
SZ001367,801150.SI
SZ002007,801150.SI
SZ002016,801180.SI
SZ002020,801150.SI
SZ002022,801150.SI
SZ002030,801150.SI
SZ002038,801150.SI
SZ002099,801150.SI
SZ002107,801150.SI
SZ002118,801150.SI
SZ002198,801150.SI
SZ002219,801150.SI
SZ002223,801150.SI
SZ002252,801150.SI
SZ002262,801150.SI
SZ002275,801150.SI
SZ002287,801150.SI
SZ002294,801150.SI
SZ002317,801150.SI
SZ002332,801150.SI
SZ002349,801150.SI
SZ002365,801150.SI
SZ002370,801150.SI
SZ002390,801150.SI
SZ002393,801150.SI
SZ002399,801150.SI
SZ002412,801150.SI
SZ002422,801150.SI
SZ002424,801150.SI
SZ002432,801150.SI
SZ002433,801150.SI
SZ002435,801890.SI
SZ002437,801150.SI
SZ002462,801150.SI
SZ002524,801720.SI
SZ002550,801150.SI
SZ002551,801150.SI
SZ002566,801150.SI
SZ002589,801150.SI
SZ002603,801150.SI
SZ002622,801730.SI
SZ002644,801150.SI
SZ002653,801150.SI
SZ002675,801150.SI
SZ002680,801890.SI
SZ002693,801150.SI
SZ002727,801150.SI
SZ002728,801150.SI
SZ002737,801150.SI
SZ002742,801710.SI
SZ002750,801150.SI
SZ002755,801720.SI
SZ002773,801150.SI
SZ002788,801150.SI
SZ002793,801890.SI
SZ002817,801150.SI
SZ002821,801150.SI
SZ002826,801150.SI
SZ002864,801150.SI
SZ002872,801150.SI
SZ002873,801150.SI
SZ002880,801150.SI
SZ002898,801150.SI
SZ002900,801150.SI
SZ002901,801150.SI
SZ002907,801150.SI
SZ002923,801150.SI
SZ002932,801150.SI
SZ002940,801150.SI
SZ002950,801150.SI
SZ003020,801150.SI
SZ300003,801150.SI
SZ300006,801150.SI
SZ300009,801150.SI
SZ300015,801150.SI
SZ300016,801150.SI
SZ300026,801150.SI
SZ300030,801150.SI
SZ300039,801150.SI
SZ300049,801150.SI
SZ300086,801150.SI
SZ300110,801150.SI
SZ300122,801150.SI
SZ300142,801150.SI
SZ300147,801150.SI
SZ300158,801150.SI
SZ300171,801890.SI
SZ300181,801150.SI
SZ300194,801150.SI
SZ300199,801150.SI
SZ300204,801150.SI
SZ300206,801150.SI
SZ300216,801150.SI
SZ300233,801150.SI
SZ300238,801150.SI
SZ300239,801150.SI
SZ300244,801150.SI
SZ300246,801150.SI
SZ300254,801150.SI
SZ300255,801150.SI
SZ300267,801150.SI
SZ300273,801150.SI
SZ300289,801150.SI
SZ300294,801150.SI
SZ300298,801150.SI
SZ300314,801150.SI
SZ300318,801150.SI
SZ300326,801150.SI
SZ300341,801890.SI
SZ300347,801150.SI
SZ300357,801150.SI
SZ300358,801150.SI
SZ300363,801150.SI
SZ300381,801150.SI
SZ300396,801150.SI
SZ300401,801150.SI
SZ300404,801150.SI
SZ300406,801150.SI
SZ300412,801890.SI
SZ300434,801890.SI
SZ300436,801150.SI
SZ300439,801150.SI
SZ300452,801150.SI
SZ300453,801150.SI
SZ300463,801150.SI
SZ300482,801150.SI
SZ300485,801150.SI
SZ300497,801150.SI
SZ300519,801150.SI
SZ300529,801150.SI
SZ300534,801150.SI
SZ300558,801150.SI
SZ300562,801150.SI
SZ300573,801150.SI
SZ300583,801150.SI
SZ300584,801150.SI
SZ300595,801150.SI
SZ300601,801150.SI
SZ300630,801150.SI
SZ300633,801150.SI
SZ300636,801150.SI
SZ300639,801150.SI
SZ300642,801150.SI
SZ300653,801150.SI
SZ300676,801150.SI
SZ300677,801150.SI
SZ300683,801150.SI
SZ300685,801150.SI
SZ300702,801150.SI
SZ300705,801150.SI
SZ300723,801150.SI
SZ300725,801150.SI
SZ300753,801150.SI
SZ300759,801150.SI
SZ300760,801150.SI
SZ300765,801150.SI
SZ300832,801150.SI
SZ300841,801150.SI
SZ300869,801150.SI
SZ300878,801150.SI
SZ300896,801980.SI
SZ300937,801150.SI
SZ300942,801230.SI
SZ300966,801150.SI
SZ300981,801150.SI
SZ301015,801150.SI
SZ301017,801150.SI
SZ301033,801150.SI
SZ301047,801150.SI
SZ301060,801150.SI
SZ301075,801150.SI
SZ301080,801150.SI
SZ301087,801150.SI
SZ301089,801150.SI
SZ301093,801150.SI
SZ301096,801150.SI
SZ301097,801150.SI
SZ301103,801150.SI
SZ301111,801150.SI
SZ301122,801150.SI
SZ301126,801150.SI
SZ301130,801150.SI
SZ301166,801150.SI
SZ301201,801150.SI
SZ301207,801150.SI
SZ301211,801150.SI
SZ301230,801150.SI
SZ301234,801150.SI
SZ301235,801150.SI
SZ301239,801150.SI
SZ301246,801150.SI
SZ301257,801150.SI
SZ301258,801150.SI
SZ301263,801150.SI
SZ301267,801150.SI
SZ301277,801150.SI
SZ301281,801150.SI
SZ301290,801150.SI
SZ301293,801150.SI
SZ301301,801150.SI
SZ301331,801150.SI
SZ301333,801150.SI
SZ301363,801150.SI
SZ301367,801150.SI
SZ301370,801150.SI
SZ301393,801150.SI
SZ301408,801150.SI
SZ301507,801150.SI
SZ301509,801150.SI
SZ301515,801150.SI
SZ301520,801150.SI
SZ301580,801150.SI
SZ301602,801150.SI
SH600055,801150.SI
SH600056,801200.SI
SH600062,801150.SI
SH600079,801150.SI
SH600080,801150.SI
SH600085,801150.SI
SH600129,801150.SI
SH600161,801150.SI
SH600196,801150.SI
SH600200,801230.SI
SH600211,801150.SI
SH600216,801150.SI
SH600222,801150.SI
SH600223,801980.SI
SH600252,801180.SI
SH600253,801150.SI
SH600267,801150.SI
SH600276,801150.SI
SH600285,801150.SI
SH600329,801150.SI
SH600332,801150.SI
SH600351,801150.SI
SH600380,801150.SI
SH600420,801150.SI
SH600421,801890.SI
SH600422,801150.SI
SH600436,801150.SI
SH600466,801180.SI
SH600479,801150.SI
SH600488,801150.SI
SH600511,801150.SI
SH600513,801150.SI
SH600518,801150.SI
SH600521,801150.SI
SH600529,801150.SI
SH600535,801150.SI
SH600556,801760.SI
SH600557,801150.SI
SH600566,801890.SI
SH600568,801180.SI
SH600572,801150.SI
SH600587,801150.SI
SH600594,801150.SI
SH600607,801150.SI
SH600613,801150.SI
SH600624,801230.SI
SH600645,801150.SI
SH600664,801150.SI
SH600670,801150.SI
SH600671,801150.SI
SH600682,801230.SI
SH600706,801230.SI
SH600713,801150.SI
SH600721,801210.SI
SH600739,801790.SI
SH600750,801150.SI
SH600752,801150.SI
SH600767,801750.SI
SH600771,801150.SI
SH600773,801200.SI
SH600774,801200.SI
SH600789,801150.SI
SH600812,801150.SI
SH600829,801150.SI
SH600833,801150.SI
SH600842,801150.SI
SH600855,801750.SI
SH600867,801150.SI
SH600869,801730.SI
SH600896,801170.SI
SH600976,801150.SI
SH600993,801150.SI
SH600998,801150.SI
SH601089,801150.SI
SH601607,801150.SI
SH603014,801150.SI
SH603087,801150.SI
SH603108,801150.SI
SH603122,801150.SI
SH603127,801150.SI
SH603139,801150.SI
SH603168,801150.SI
SH603205,801150.SI
SH603207,801150.SI
SH603222,801150.SI
SH603229,801150.SI
SH603233,801150.SI
SH603259,801150.SI
SH603301,801150.SI
SH603309,801150.SI
SH603351,801150.SI
SH603367,801150.SI
SH603368,801150.SI
SH603387,801150.SI
SH603392,801150.SI
SH603439,801150.SI
SH603456,801150.SI
SH603520,801150.SI
SH603538,801150.SI
SH603567,801150.SI
SH603590,801150.SI
SH603658,801150.SI
SH603669,801150.SI
SH603676,801150.SI
SH603707,801150.SI
SH603716,801150.SI
SH603811,801150.SI
SH603858,801150.SI
SH603880,801150.SI
SH603882,801150.SI
SH603883,801150.SI
SH603896,801150.SI
SH603939,801150.SI
SH603963,801150.SI
SH603976,801150.SI
SH603987,801150.SI
SH603998,801150.SI
SH605116,801150.SI
SH605177,801150.SI
SH605199,801150.SI
SH605266,801150.SI
SH605369,801150.SI
SH605507,801150.SI
SH688013,801150.SI
SH688016,801150.SI
SH688026,801150.SI
SH688029,801150.SI
SH688046,801150.SI
SH688050,801150.SI
SH688062,801150.SI
SH688067,801150.SI
SH688068,801150.SI
SH688073,801150.SI
SH688075,801150.SI
SH688076,801150.SI
SH688085,801150.SI
SH688091,801150.SI
SH688105,801150.SI
SH688108,801150.SI
SH688114,801150.SI
SH688117,801150.SI
SH688131,801150.SI
SH688136,801150.SI
SH688137,801150.SI
SH688139,801150.SI
SH688151,801150.SI
SH688161,801150.SI
SH688163,801150.SI
SH688166,801150.SI
SH688176,801150.SI
SH688177,801150.SI
SH688180,801150.SI
SH688185,801150.SI
SH688189,801150.SI
SH688192,801150.SI
SH688193,801150.SI
SH688197,801150.SI
SH688198,801150.SI
SH688202,801150.SI
SH688212,801150.SI
SH688217,801150.SI
SH688221,801150.SI
SH688222,801150.SI
SH688235,801150.SI
SH688236,801150.SI
SH688238,801150.SI
SH688247,801150.SI
SH688253,801150.SI
SH688265,801150.SI
SH688266,801150.SI
SH688271,801150.SI
SH688273,801150.SI
SH688276,801150.SI
SH688277,801150.SI
SH688278,801150.SI
SH688289,801150.SI
SH688293,801150.SI
SH688298,801150.SI
SH688301,801150.SI
SH688302,801150.SI
SH688314,801150.SI
SH688315,801150.SI
SH688317,801150.SI
SH688319,801150.SI
SH688321,801150.SI
SH688331,801150.SI
SH688336,801150.SI
SH688338,801150.SI
SH688351,801150.SI
SH688356,801150.SI
SH688358,801150.SI
SH688366,801150.SI
SH688373,801150.SI
SH688382,801150.SI
SH688389,801150.SI
SH688393,801150.SI
SH688399,801150.SI
SH688410,801150.SI
SH688426,801150.SI
SH688428,801150.SI
SH688443,801150.SI
SH688468,801150.SI
SH688488,801150.SI
SH688505,801150.SI
SH688506,801150.SI
SH688513,801150.SI
SH688520,801150.SI
SH688553,801150.SI
SH688566,801150.SI
SH688575,801150.SI
SH688576,801150.SI
SH688578,801150.SI
SH688580,801150.SI
SH688581,801150.SI
SH688606,801150.SI
SH688607,801150.SI
SH688613,801150.SI
SH688617,801150.SI
SH688621,801150.SI
SH688626,801150.SI
SH688656,801150.SI
SH688658,801150.SI
SH688670,801150.SI
SH688677,801150.SI
SH688687,801150.SI
SH688690,801150.SI
SH688710,801150.SI
SH688739,801150.SI
SH688755,801150.SI
SH688758,801150.SI
SH688767,801150.SI
SH688799,801150.SI
SZ000005,801970.SI
SZ000027,801160.SI
SZ000035,801970.SI
SZ000037,801160.SI
SZ000040,801230.SI
SZ000421,801230.SI
SZ000507,801230.SI
SZ000531,801160.SI
SZ000537,801180.SI
SZ000539,801160.SI
SZ000543,801160.SI
SZ000544,801970.SI
SZ000551,801970.SI
SZ000593,801230.SI
SZ000600,801210.SI
SZ000601,801160.SI
SZ000685,801970.SI
SZ000690,801160.SI
SZ000692,801160.SI
SZ000711,801970.SI
SZ000720,801730.SI
SZ000767,801160.SI
SZ000793,801760.SI
SZ000826,801970.SI
SZ000862,801730.SI
SZ000875,801160.SI
SZ000883,801160.SI
SZ000899,801160.SI
SZ000939,801160.SI
SZ000958,801790.SI
SZ000966,801160.SI
SZ000967,801970.SI
SZ000993,801230.SI
SZ001210,801160.SI
SZ001258,801160.SI
SZ001286,801950.SI
SZ001289,801160.SI
SZ001299,801160.SI
SZ001331,801160.SI
SZ001376,801160.SI
SZ001896,801160.SI
SZ002039,801160.SI
SZ002060,801720.SI
SZ002205,801970.SI
SZ002218,801730.SI
SZ002266,801970.SI
SZ002267,801160.SI
SZ002479,801160.SI
SZ002480,801890.SI
SZ002499,801890.SI
SZ002573,801970.SI
SZ002608,801740.SI
SZ002610,801730.SI
SZ002617,801730.SI
SZ002658,801970.SI
SZ002672,801970.SI
SZ002700,801160.SI
SZ002887,801970.SI
SZ002893,801160.SI
SZ002911,801160.SI
SZ002973,801970.SI
SZ003027,801970.SI
SZ003035,801160.SI
SZ003039,801970.SI
SZ003816,801160.SI
SZ300040,801730.SI
SZ300055,801970.SI
SZ300056,801970.SI
SZ300070,801970.SI
SZ300090,801160.SI
SZ300125,801160.SI
SZ300137,801970.SI
SZ300140,801970.SI
SZ300152,801970.SI
SZ300156,801160.SI
SZ300172,801970.SI
SZ300187,801970.SI
SZ300190,801970.SI
SZ300203,801970.SI
SZ300262,801970.SI
SZ300263,801890.SI
SZ300266,801970.SI
SZ300332,801160.SI
SZ300334,801970.SI
SZ300335,801160.SI
SZ300388,801970.SI
SZ300422,801970.SI
SZ300425,801970.SI
SZ300435,801890.SI
SZ300483,801890.SI
SZ300614,801970.SI
SZ300631,801970.SI
SZ300664,801970.SI
SZ300692,801970.SI
SZ300774,801970.SI
SZ300779,801970.SI
SZ300815,801970.SI
SZ300854,801970.SI
SZ300864,801970.SI
SZ300867,801970.SI
SZ300899,801970.SI
SZ300929,801970.SI
SZ300958,801970.SI
SZ300961,801970.SI
SZ301049,801970.SI
SZ301068,801970.SI
SH600008,801970.SI
SH600011,801160.SI
SH600021,801160.SI
SH600023,801160.SI
SH600025,801160.SI
SH600027,801160.SI
SH600032,801160.SI
SH600052,801760.SI
SH600098,801160.SI
SH600101,801160.SI
SH600116,801160.SI
SH600131,801750.SI
SH600149,801230.SI
SH600167,801160.SI
SH600168,801970.SI
SH600217,801970.SI
SH600236,801160.SI
SH600283,801970.SI
SH600292,801970.SI
SH600310,801160.SI
SH600323,801970.SI
SH600333,801160.SI
SH600388,801970.SI
SH600396,801160.SI
SH600452,801160.SI
SH600461,801970.SI
SH600475,801730.SI
SH600505,801160.SI
SH600509,801160.SI
SH600526,801970.SI
SH600578,801160.SI
SH600635,801790.SI
SH600642,801160.SI
SH600644,801160.SI
SH600649,801180.SI
SH600719,801160.SI
SH600726,801160.SI
SH600744,801160.SI
SH600758,801950.SI
SH600780,801160.SI
SH600795,801160.SI
SH600821,801200.SI
SH600856,801960.SI
SH600863,801160.SI
SH600864,801790.SI
SH600868,801720.SI
SH600874,801970.SI
SH600886,801160.SI
SH600900,801160.SI
SH600903,801160.SI
SH600905,801160.SI
SH600917,801160.SI
SH600956,801160.SI
SH600969,801160.SI
SH600979,801160.SI
SH600982,801160.SI
SH600995,801160.SI
SH601016,801160.SI
SH601139,801160.SI
SH601158,801970.SI
SH601199,801970.SI
SH601200,801970.SI
SH601222,801730.SI
SH601330,801970.SI
SH601368,801970.SI
SH601619,801160.SI
SH601778,801160.SI
SH601827,801970.SI
SH601908,801730.SI
SH601985,801160.SI
SH601991,801160.SI
SH603053,801160.SI
SH603071,801950.SI
SH603080,801160.SI
SH603105,801730.SI
SH603126,801970.SI
SH603177,801970.SI
SH603200,801970.SI
SH603318,801890.SI
SH603393,801160.SI
SH603568,801970.SI
SH603588,801970.SI
SH603603,801970.SI
SH603689,801160.SI
SH603693,801160.SI
SH603706,801160.SI
SH603759,801970.SI
SH603797,801970.SI
SH603817,801970.SI
SH603903,801970.SI
SH605011,801160.SI
SH605028,801160.SI
SH605069,801970.SI
SH605090,801160.SI
SH605162,801160.SI
SH605169,801160.SI
SH605368,801160.SI
SH605580,801160.SI
SZ000088,801170.SI
SZ000089,801170.SI
SZ000099,801170.SI
SZ000429,801170.SI
SZ000548,801170.SI
SZ000582,801170.SI
SZ000594,801170.SI
SZ000776,801790.SI
SZ000828,801170.SI
SZ000886,801180.SI
SZ000900,801170.SI
SZ000905,801170.SI
SZ000916,801170.SI
SZ001202,801170.SI
SZ001205,801170.SI
SZ001213,801170.SI
SZ001228,801170.SI
SZ001317,801170.SI
SZ001391,801170.SI
SZ001872,801170.SI
SZ001965,801170.SI
SZ002040,801170.SI
SZ002183,801200.SI
SZ002210,801970.SI
SZ002245,801730.SI
SZ002320,801170.SI
SZ002352,801890.SI
SZ002357,801170.SI
SZ002468,801710.SI
SZ002492,801170.SI
SZ002627,801170.SI
SZ002711,801170.SI
SZ002769,801170.SI
SZ002800,801170.SI
SZ002889,801170.SI
SZ002928,801170.SI
SZ002930,801170.SI
SZ300013,801170.SI
SZ300240,801170.SI
SZ300350,801170.SI
SZ300873,801170.SI
SH600003,801170.SI
SH600004,801170.SI
SH600009,801170.SI
SH600012,801170.SI
SH600017,801170.SI
SH600018,801170.SI
SH600020,801170.SI
SH600026,801170.SI
SH600029,801170.SI
SH600033,801170.SI
SH600035,801170.SI
SH600057,801170.SI
SH600077,801180.SI
SH600087,801170.SI
SH600106,801170.SI
SH600115,801170.SI
SH600119,801230.SI
SH600125,801170.SI
SH600153,801200.SI
SH600190,801170.SI
SH600221,801170.SI
SH600269,801170.SI
SH600270,801170.SI
SH600279,801170.SI
SH600317,801170.SI
SH600326,801720.SI
SH600350,801170.SI
SH600368,801170.SI
SH600369,801790.SI
SH600377,801170.SI
SH600428,801170.SI
SH600548,801170.SI
SH600561,801170.SI
SH600575,801950.SI
SH600591,801170.SI
SH600611,801170.SI
SH600650,801170.SI
SH600662,801210.SI
SH600692,801180.SI
SH600704,801230.SI
SH600705,801790.SI
SH600708,801230.SI
SH600717,801170.SI
SH600755,801200.SI
SH600787,801170.SI
SH600794,801180.SI
SH600798,801170.SI
SH600834,801170.SI
SH600897,801170.SI
SH601000,801170.SI
SH601006,801170.SI
SH601008,801170.SI
SH601018,801170.SI
SH601021,801170.SI
SH601022,801170.SI
SH601083,801170.SI
SH601107,801170.SI
SH601111,801170.SI
SH601156,801170.SI
SH601188,801170.SI
SH601228,801170.SI
SH601298,801170.SI
SH601326,801170.SI
SH601333,801170.SI
SH601518,801170.SI
SH601598,801170.SI
SH601816,801170.SI
SH601866,801170.SI
SH601872,801170.SI
SH601880,801170.SI
SH601919,801170.SI
SH601975,801170.SI
SH603032,801890.SI
SH603056,801170.SI
SH603066,801170.SI
SH603069,801170.SI
SH603117,801170.SI
SH603128,801170.SI
SH603162,801170.SI
SH603167,801170.SI
SH603209,801170.SI
SH603223,801960.SI
SH603329,801170.SI
SH603535,801170.SI
SH603565,801170.SI
SH603569,801170.SI
SH603648,801170.SI
SH603713,801170.SI
SH603813,801170.SI
SH603836,801170.SI
SH603871,801170.SI
SH603885,801170.SI
SH603967,801170.SI
SH605050,801170.SI
TSH00018,801170.SI
SZ000002,801180.SI
SZ000006,801180.SI
SZ000009,801730.SI
SZ000011,801180.SI
SZ000014,801180.SI
SZ000024,801180.SI
SZ000029,801180.SI
SZ000031,801180.SI
SZ000042,801180.SI
SZ000046,801790.SI
SZ000056,801200.SI
SZ000069,801210.SI
SZ000090,801180.SI
SZ000402,801180.SI
SZ000502,801180.SI
SZ000514,801180.SI
SZ000517,801180.SI
SZ000540,801180.SI
SZ000546,801970.SI
SZ000558,801210.SI
SZ000560,801200.SI
SZ000573,801180.SI
SZ000608,801180.SI
SZ000616,801790.SI
SZ000628,801720.SI
SZ000631,801180.SI
SZ000632,801230.SI
SZ000638,801750.SI
SZ000667,801180.SI
SZ000671,801230.SI
SZ000679,801200.SI
SZ000736,801180.SI
SZ000797,801180.SI
SZ000802,801760.SI
SZ000836,801770.SI
SZ000863,801210.SI
SZ000889,801770.SI
SZ000897,801180.SI
SZ000965,801180.SI
SZ001914,801230.SI
SZ001979,801180.SI
SZ002059,801210.SI
SZ002133,801180.SI
SZ002146,801180.SI
SZ002147,801890.SI
SZ002148,801770.SI
SZ002208,801180.SI
SZ002244,801180.SI
SZ002285,801180.SI
SZ002305,801180.SI
SZ002314,801710.SI
SZ002968,801180.SI
SZ300917,801180.SI
SH600007,801180.SI
SH600048,801180.SI
SH600051,801230.SI
SH600064,801180.SI
SH600067,801730.SI
SH600082,801230.SI
SH600095,801230.SI
SH600113,801230.SI
SH600133,801970.SI
SH600158,801760.SI
SH600162,801200.SI
SH600173,801180.SI
SH600175,801230.SI
SH600185,801180.SI
SH600193,801720.SI
SH600215,801890.SI
SH600246,801180.SI
SH600247,801230.SI
SH600266,801180.SI
SH600322,801180.SI
SH600325,801180.SI
SH600340,801180.SI
SH600376,801180.SI
SH600383,801180.SI
SH600393,801180.SI
SH600463,801180.SI
SH600503,801180.SI
SH600515,801230.SI
SH600533,801180.SI
SH600565,801180.SI
SH600603,801230.SI
SH600604,801180.SI
SH600606,801180.SI
SH600620,801230.SI
SH600622,801230.SI
SH600634,801760.SI
SH600638,801180.SI
SH600639,801180.SI
SH600641,801180.SI
SH600647,801230.SI
SH600648,801180.SI
SH600657,801180.SI
SH600658,801180.SI
SH600663,801180.SI
SH600665,801180.SI
SH600675,801180.SI
SH600683,801200.SI
SH600684,801180.SI
SH600716,801180.SI
SH600732,801730.SI
SH600734,801770.SI
SH600736,801180.SI
SH600748,801180.SI
SH600759,801960.SI
SH600777,801960.SI
SH600790,801200.SI
SH600791,801180.SI
SH600823,801180.SI
SH600840,801180.SI
SH600846,801720.SI
SH600848,801890.SI
SH600881,801710.SI
SH600890,801180.SI
SH600895,801180.SI
SH601155,801180.SI
SH601512,801180.SI
SH601588,801180.SI
SH603506,801180.SI
SZ000010,801720.SI
SZ000151,801230.SI
SZ000417,801200.SI
SZ000419,801200.SI
SZ000501,801200.SI
SZ000564,801200.SI
SZ000586,801770.SI
SZ000715,801200.SI
SZ000759,801200.SI
SZ000785,801200.SI
SZ000882,801200.SI
SZ000987,801790.SI
SZ002024,801200.SI
SZ002091,801210.SI
SZ002187,801200.SI
SZ002251,801200.SI
SZ002264,801760.SI
SZ002277,801200.SI
SZ002280,801750.SI
SZ002315,801760.SI
SZ002336,801200.SI
SZ002344,801200.SI
SZ002416,801200.SI
SZ002419,801200.SI
SZ002561,801200.SI
SZ002697,801200.SI
SZ002818,801200.SI
SZ003010,801760.SI
SZ300022,801200.SI
SZ300178,801210.SI
SZ300413,801760.SI
SZ300464,801890.SI
SZ300518,801760.SI
SZ300592,801720.SI
SZ300622,801200.SI
SZ300755,801200.SI
SZ300792,801760.SI
SZ300947,801200.SI
SZ301001,801760.SI
SZ301078,801200.SI
SZ301110,801200.SI
SZ301381,801200.SI
SZ301558,801200.SI
SH600058,801200.SI
SH600109,801790.SI
SH600120,801790.SI
SH600128,801230.SI
SH600145,801710.SI
SH600241,801730.SI
SH600250,801200.SI
SH600278,801200.SI
SH600280,801200.SI
SH600287,801200.SI
SH600306,801200.SI
SH600415,801200.SI
SH600605,801200.SI
SH600628,801200.SI
SH600631,801200.SI
SH600632,801200.SI
SH600655,801200.SI
SH600693,801200.SI
SH600694,801200.SI
SH600697,801200.SI
SH600710,801890.SI
SH600712,801200.SI
SH600723,801200.SI
SH600729,801200.SI
SH600738,801200.SI
SH600778,801200.SI
SH600785,801200.SI
SH600811,801230.SI
SH600814,801200.SI
SH600825,801760.SI
SH600826,801210.SI
SH600827,801200.SI
SH600828,801200.SI
SH600830,801790.SI
SH600837,801230.SI
SH600838,801200.SI
SH600857,801200.SI
SH600858,801230.SI
SH600859,801200.SI
SH600861,801210.SI
SH600865,801200.SI
SH600981,801200.SI
SH601010,801200.SI
SH601061,801200.SI
SH601086,801200.SI
SH601116,801200.SI
SH601366,801200.SI
SH601828,801200.SI
SH601888,801210.SI
SH601933,801200.SI
SH603101,801200.SI
SH603123,801200.SI
SH603214,801200.SI
SH603613,801760.SI
SH603682,801200.SI
SH603708,801200.SI
SH605136,801760.SI
SH605188,801200.SI
SZ000033,801210.SI
SZ000428,801210.SI
SZ000430,801210.SI
SZ000524,801210.SI
SZ000610,801210.SI
SZ000613,801210.SI
SZ000721,801210.SI
SZ000888,801210.SI
SZ000978,801210.SI
SZ002033,801210.SI
SZ002093,801770.SI
SZ002159,801210.SI
SZ002186,801210.SI
SZ002261,801760.SI
SZ002306,801760.SI
SZ002558,801760.SI
SZ002621,801760.SI
SZ002659,801760.SI
SZ002707,801210.SI
SZ002858,801760.SI
SZ002878,801760.SI
SZ002967,801230.SI
SZ003008,801230.SI
SZ003032,801760.SI
SZ300010,801750.SI
SZ300012,801230.SI
SZ300144,801210.SI
SZ300215,801730.SI
SZ300338,801760.SI
SZ300359,801760.SI
SZ300416,801890.SI
SZ300572,801890.SI
SZ300662,801210.SI
SZ300688,801230.SI
SZ300795,801230.SI
SZ300797,801230.SI
SZ300859,801210.SI
SZ300860,801210.SI
SZ300887,801230.SI
SZ300938,801230.SI
SZ300962,801230.SI
SZ301073,801210.SI
SZ301115,801210.SI
SZ301169,801210.SI
SZ301228,801210.SI
SZ301289,801210.SI
SZ301508,801210.SI
SH600054,801210.SI
SH600138,801210.SI
SH600209,801720.SI
SH600258,801210.SI
SH600358,801760.SI
SH600593,801210.SI
SH600640,801760.SI
SH600661,801760.SI
SH600730,801230.SI
SH600749,801210.SI
SH600754,801210.SI
SH600880,801760.SI
SH601007,801210.SI
SH603060,801230.SI
SH603099,801210.SI
SH603136,801210.SI
SH603183,801230.SI
SH603199,801210.SI
SH603373,801210.SI
SH603869,801750.SI
SH605098,801230.SI
SH605108,801210.SI
SH688334,801210.SI
SH688757,801210.SI
SZ000001,801780.SI
SZ001227,801780.SI
SZ002142,801780.SI
SZ002807,801780.SI
SZ002839,801780.SI
SZ002936,801780.SI
SZ002948,801780.SI
SZ002958,801780.SI
SZ002966,801780.SI
SH600000,801780.SI
SH600015,801780.SI
SH600016,801780.SI
SH600036,801780.SI
SH600908,801780.SI
SH600919,801780.SI
SH600926,801780.SI
SH600928,801780.SI
SH601009,801780.SI
SH601077,801780.SI
SH601128,801780.SI
SH601166,801780.SI
SH601169,801780.SI
SH601187,801780.SI
SH601229,801780.SI
SH601288,801780.SI
SH601328,801780.SI
SH601398,801780.SI
SH601528,801780.SI
SH601577,801780.SI
SH601658,801780.SI
SH601665,801780.SI
SH601818,801780.SI
SH601825,801780.SI
SH601838,801780.SI
SH601860,801780.SI
SH601916,801780.SI
SH601939,801780.SI
SH601963,801780.SI
SH601988,801780.SI
SH601997,801780.SI
SH601998,801780.SI
SH603323,801780.SI
SZ000166,801790.SI
SZ000415,801790.SI
SZ000562,801790.SI
SZ000563,801790.SI
SZ000617,801890.SI
SZ000666,801790.SI
SZ000935,801710.SI
SZ001236,801790.SI
SZ002316,801770.SI
SZ002423,801890.SI
SZ002500,801790.SI
SZ002647,801890.SI
SZ002673,801790.SI
SZ002736,801790.SI
SZ002797,801790.SI
SZ002926,801790.SI
SZ002939,801790.SI
SZ002945,801790.SI
SZ002961,801790.SI
SZ300023,801890.SI
SZ300059,801760.SI
SZ300309,801890.SI
SZ300773,801750.SI
SH600030,801790.SI
SH600291,801790.SI
SH600318,801710.SI
SH600517,801730.SI
SH600643,801790.SI
SH600816,801790.SI
SH600901,801790.SI
SH600906,801790.SI
SH600909,801790.SI
